Japanese,English
学校の日は何時起きるの？,What time do you get up on schooldays?
彼らは山で遭難した。,They lost their way in the mountain.
私はサッカーが得意です。,I'm good at soccer.
熊は死体には触れないものだ。,A bear will not touch a dead body.
どのみち彼は来るだろう。,He will come after all.
魚や肉を売っているんだよ。,They sell fish and meat.
ムカつく！,You're disgusting!
ここよく来るの？,Do you come here often?
トムはあなたによく似てるわ。,Tom is very similar to you.
彼女の父親は決して彼女が友達と一緒に町に行くのを許さなかった。,Her father never let her go to town with her friends.
すみません、オイルをチェックしてください。,"Excuse me, please check the oil."
棚には何もない。,The shelves are empty.
あの人たちを助けてあげるの？,Will you help them?
超腹減った。,I'm just starving.
前はそれが本当だと思ってた。,I used to think that was true.
髭剃りと散髪をしてもらった。,I got a shave and a haircut.
彼女は危うくトラックにひかれるところだった。,She was very nearly run over by a truck.
今日はフランス語で話しましょう。,Let's speak French today.
水泳は好きだけど、ここでは泳ぎたくない。,"I like swimming, but I don't want to swim here."
目が覚めてみると私は床の上で寝ていた。,I awoke to find myself lying on the floor.
あなた達はどうやって出会ったの？,How did you guys meet?
トムはあまり食べなかったよ。,Tom didn't eat very much.
行くの？,Are you going?
私が成功したのは、トムのアドバイスのおかげです。,"Because of Tom's advice, I was able to succeed."
ミュージカルは見なかったんですか。,Didn't you see the musical?
日が沈んでしまった。,The sun has set.
この辺で茶色い財布を見ませんでしたか。,Did you see a brown wallet around here?
もう少しケーキを召し上がりませんか。,Will you have some more cake?
彼女は旅行へ行っています。,She's gone on a trip.
雨が降るたびに雨漏りするんだ。,The roof leaks every time it rains.
トムには一緒に遊ぶ友達がいません。,Tom has no friends to play with.
食べ終わったよ。,I'm finished eating.
雨はやまないと思うよ。,I don't think it'll stop raining.
彼とは初対面です。,I met him for the first time.
何でトムはそんなことしたの？,Why did Tom do that?
涼しくなってきましたね。,It's starting to get cold.
１０分休憩してからまたリハーサルを続けました。,"After a ten-minute break, we resumed our rehearsal."
お互いを信頼し合うしかない。,All you can do is trust one another.
何を見てるの？,What are you looking at?
私は数年前ボストンに住んでいた。,I was living in Boston a few years ago.
自分で言ったこと覚えてないの？,Don't you remember what you said?
彼は今朝銃で自殺した。,He shot himself this morning.
化石燃料は永久に利用できるわけない。,Fossil fuels won't be available forever.
トムさんは謝ることないですよ。,"You don't have to apologize, Tom."
彼女はそれをするよう、彼に言い聞かせた。,She persuaded him to do it.
トムが私たちに嫌われてるって思ってなければいいね。,I hope that Tom doesn't think that we hate him.
歌がうまければいいのになあ。,If only I could sing well.
何も恥ずかしがる必要はありません。,You have no need to be ashamed.
簡易ベッドで寝てるんだ。,I sleep on a cot.
彼らの中には健康な人もいれば、そうでない人もいる。,"Some of them are healthy, but others are not."
私の好きな歌がラジオでかかっていた。,One of my favorite tunes was playing on the radio.
トムを止めるんだ。,Stop Tom.
お釣りは結構です。,Keep the change.
ごめんなさい、貴方を起こすの、忘れちゃって。,I'm sorry I forgot to wake you up.
仰向けになって。,Roll over on your back.
私には簡単じゃなかったよ。,It wasn't easy for me.
トムはプールに落ちた。,Tom fell in the swimming pool.
2時半に正門の前に迎えに来てください。,Pick me up 2:30 in front of the main gate.
本の３０ページを開いて。,Open your books to page 30.
トムは見かけほど歳は行っていない。,Tom isn't as old as he looks.
私はいいですよ。,It's OK with me.
電車に乗り遅れますよ。,You'll miss the train.
まずビールからはじめよう。,Let's start with beer.
夕食ができたよ。,Dinner's ready!
すっごく疲れた。,I'm really tired.
ドイツ車のオーナーです。,I own a German car.
今年は君の誕生日を覚えてたでしょう？,"I remembered your birthday this year, didn't I?"
これって、恋なのかしら。,I wonder if this is love.
トムはガーリックパンが好きなんだよ。,Tom likes garlic bread.
彼女は白いハンカチに自分のイニシャルを刺繍した。,She embroidered her initials on a white handkerchief.
日曜日は何してるの？,What do you do on Sunday?
我が家には2人の息子がいます。,We have two sons.
誰か手伝える人を探してきて。,Go find somebody who can help.
大変お世話になりました。,You've been really good to me.
トムが自分の椅子を少しメアリーの方に寄せたよ。,Tom moved his chair a little closer to Mary.
「名前は何て言うの？」と聞いてみました。,What's your name? I asked.
金出せよ。,Give me your money.
そろそろおいとましなければなりません。,I must go now.
すべてがトムの予言通りに進んでいる。,Everything is working out just as Tom predicted.
昨日の夜、私の番組は聞いてくれた？,Did you hear my show last night?
まだ頭痛い？,Does your head still ache?
彼は仕事を終えた。,He finished his work.
彼女は１０人の子持ちなのだ。,She has ten children.
去年は、他人とどうやってコミュニケーション取ればいいか忘れてしまいかけるくらい、それほど長い間僕は孤独に過ごした。,"Last year, I spent so much time by myself that I almost forgot how to communicate effectively with others."
トムが多忙なのは分かってるよ。,I know Tom is very busy.
赤ちゃんは泣き止んだ。,The baby stopped crying.
昨夜何時に寝ましたか。,What time did you go to bed last night?
トムに双子の兄弟がいるのを知ってた？,Did you know Tom had a twin brother?
新しい彼女ができたんだってね。,I hear you've got a new girlfriend.
駅に到着すると、私は友達に電話した。,I called my friend after arriving at the station.
この猫、何をしようとしているんだろう？,What is the cat up to?
私たちは彼女がカナダ生まれなのを知っている。,We know that she was born in Canada.
トムはまだ家に戻ってきてないよ。,Tom hasn't come home yet.
トムはメアリーを助けようとして命を落とした。,Tom died trying to rescue Mary.
あいつなら、この間みたよ。,I saw him recently.
少年はその鳥を網で捕まえた。,The boy captured the bird with a net.
トムは教師には向いていない。,Tom is not cut out to be a teacher.
気に入ってくれて嬉しいよ。,I'm happy you liked it.
公園に人が大勢集まっていました。,There were a crowd of people in the park.
トムがメアリーと付き合ってるってほんと？,Are Tom and Mary really dating?
遅くなったら叱られちゃう。,"If I'm late, I'll catch it."
空港に着き次第、電話します。,I'll phone you as soon as I get to the airport.
くたびれた。寝るね。,I'm exhausted. I'm going to bed.
私は彼が言った事が気に食わない。,I don't like what he said.
続けて。,Go on.
明日はサッカーの試合だ。,The soccer game is tomorrow.
あなたと同様に彼も大変親切だ。,You and he are both very kind.
私達はトムをリーダーとして尊敬している。,We look up to Tom as our leader.
やってみたい？,Do you want to try it?
私の部屋を覗かないでよ。,Don't look into my room.
トムはそこにいないんだよね？,"Tom isn't there, is he?"
川には水がありませんでした。,There was no water in the river.
トムとは同じ高校です。,Tom and I go to the same high school.
勘定書の総額は１００ドルになった。,The bill amounted to 100 dollars.
この靴高すぎるよ。,These shoes are too expensive.
ドアを閉めてもらえませんか。,Will you please shut the door?
訴えてやる！,I'll sue you.
昨日の夜、特別試写会があった。,There was a special sneak preview last night.
食事の間中彼は一言も言わなかった。,He kept silent during the meal.
明日の朝迎えに来るのを忘れないでね。,Don't forget to pick me up tomorrow morning.
どうしてここへ来たのですか。,Why did you come here?
外国の文化について学ぶのは楽しい。,It's fun to learn about foreign cultures.
彼女は大学を出ている。,She is a college graduate.
彼の意見には重みがある。,His opinions carry weight.
トムはメアリーに運転の仕方を教えた。,Tom taught Mary how to drive.
トムは目を閉じた。,Tom closed his eyes.
君は外来思想に偏見を抱いているようだ。,You seem to be prejudiced against ideas that come from foreign countries.
トムは洞窟に入ったよ。,Tom entered the cave.
きれいな夕日だね。,"A beautiful sunset, isn't it?"
彼女は帽子をかぶった。,She put on her hat.
トムは今幸せ？,"Are you happy now, Tom?"
食べ物はすべてなくなってしまった。,All the food was gone.
トムは踊るのが苦手なのよ。,Tom doesn't know how to dance.
彼にお金を貸してくれるように頼んだところ、彼は拒否した。,"When I asked him to lend me some money, he turned down my request."
感想聞かせてね。,Tell me your thoughts.
忘れないように彼女の名前を書き留めました。,I wrote her name down so I wouldn't forget it.
黒海の水って、実際に黒いの？,Is the water in the Black Sea actually black?
この映画見たことある気がする。,I feel like I've already seen this movie.
トムは自分の仕事が嫌で嫌で仕方がないんだ。,Tom hates his job.
彼はその爆発にぎょっとした。,He was alarmed by the explosion.
トムは私に嘘をついたことを認めた。,Tom admitted he lied to me.
以前ここに住んでいたのですか。,Did you use to live here?
もう時間はない。,We don't have time.
彼は質問をするために挙手した。,He raised his hand to ask a question.
空腹にまずいものなし。,Hunger is the best sauce.
誰にもバレないよ。,No one will find out.
私は日本語が話せません。,I cannot speak Japanese.
回りくどい言い方はしないでくれ。,Don't say it in a roundabout way.
いつからラテン語を勉強してるの？,When did you start studying Latin?
誰もその問題を解けなかった。,Nobody has solved the problem.
最近恋愛してないなあ。,I haven't been in a relationship recently.
来年の春は卒業したいなあ。,Next spring I want to graduate.
在庫がありません。,We're out of stock.
誰か怪我した？,Anyone hurt?
トムは地図がないと、いつも道に迷うんだよ。,Tom always gets lost if he doesn't carry a map.
ここに座ってトムを待ってようよ。,Let's sit here and wait for Tom.
今夜は満月が見られる。,A full moon can be seen tonight.
グラスに熱湯を入れると割れる恐れがあるので、入れないでください。,"Don't pour hot water into a glass, or it may crack."
フェアに行こうぜ、フェアに。,Let's be fair.
彼はどのようにその事故が起こったか説明した。,He explained how the accident came about.
さようなら。,See you again.
ではまた近々。,See you soon!
国王陛下が私達の市を訪れて下さったことを大変光栄に思います。,It's a great honor to have had the King visit our city.
トムはみんなから好かれている。,Tom is liked by everybody.
買いたければ、買えば。,"If you want it, buy it."
今まで一度もポーカーをやったことがないって、本当？,Is it true that you've never played poker before?
野球をやるにはトムはまだ小さいかな？,Is Tom too young to play baseball?
どのくらい長く入院しなければならないのでしょうか。,How much longer will I have to stay in the hospital?
足がしびれて立てなかった。,My feet went to sleep and I couldn't stand up.
すみませんが小銭がありません。,"I'm sorry, but I don't have any small change."
トムと一緒でない限り私はそこに行くことができない。,I can't go there unless I go with Tom.
何が起きても、ずっと貴方を愛します。,"I'll always love you, no matter what happens."
こんな気持ちにさせてくれる人は初めてだよ。,I never felt this way before I met you.
トムは何で昨日怒ってたの？,Why was Tom angry yesterday?
学校に遅れちゃう！,I'll be late for school!
毎朝、ここで泳いでるよ。,I swim here every morning.
もう塩がない。,There's no more salt.
もう、めちゃくちゃ暑くなりそうだよ。,"It's going to be very, very hot."
冬が去り、春が来た。,Winter has gone. Spring has come.
このゲームは幼い子供にもできる。,This game can be played by young children.
井戸には少しの水も無かった。,There was no water in the well.
とても疲れていたので、私は早く寝た。,I was really tired so I went to bed early.
申し訳ありませんが、私には分かりません。,"I'm sorry, I have no idea."
僕たちの計画を誰にもしゃべるなよ。,Don't mention our plan to anybody.
トムはメアリーに彼の車を運転して欲しくなかった。,Tom didn't want Mary to drive his car.
背の低い人は背の高い人より多くの睡眠が必要であると、トムはどこかで読んだ。,Tom read somewhere that short people need more sleep than tall people.
自転車を盗まれました。,My bicycle's been stolen.
父は不在です。,My father is away from home.
ピクニックテーブルを組み立てるのがこんなに大変だなんて思ってもみなかったよ。,I never thought it'd be this hard to build a picnic table.
トムはびしょ濡れだった。,Tom was all wet.
子供たちは裸で泳いでいた。,The children were swimming naked.
その発見は全くの偶然だった。,That discovery was quite accidental.
昨日は霧がかかってた？,Was it foggy yesterday?
トムは双子ではない。,Tom isn't a twin.
冷蔵庫の中の物は、何でも御自由に召し上がってください。,Please feel free to help yourself to anything in the fridge.
彼女さ、去年あいつと結婚したんだ。,She married him last year.
私はテレビが好きだ。,I like watching TV.
今日ますます多くの人が、都会より田舎の生活を好むようになっています。,Nowadays more and more people prefer country life to city life.
サンタさんのこと信じてるの？,Do you believe in Santa Claus?
どちらへ行きたいですか。,Where would you like to go?
旅に出かけたい気がする。,I feel like going on a trip.
私は古代の言語を学ぶことが好きです。,I like learning ancient languages.
トムは賢い。,Tom is clever.
他に何か知りたいことはある？,Is there anything else you want to know?
どうしたの？ 顔真っ青だよ。,What happened? You look pale.
申し訳ありませんがこの絵は売り物ではないのです。,"I'm sorry, this painting is not for sale."
彼女は今日、何をしましたか？,What did she do today?
やらなきゃいけないのは分かってるよ。やりたくないだけだよ。,I know that I have to. I just don't want to.
トムは私なんかに興味ないのよ。トムが好きなのはあなたよ。,Tom isn't interested in me. It's you he's in love with.
門にもたれている人は誰ですか。,Who's the man leaning against the gate?
この文をフランス語に翻訳するべし。,Translate this sentence into French.
私の好きなスポーツはスキーです。,My favorite sport is skiing.
彼はまだ着いていない。,He hasn't arrived yet.
獣医になりたいんです。,I want to become a veterinarian.
できれば、トムに会いたいな。,"If possible, I'd like to see Tom."
たまには休んでもいいんだよ。,It's okay to take it easy sometimes.
彼は境遇に満足している。,He is contented with his lot.
わたしはスイカが好きです。,I like watermelon.
仕事で来られたのですか。,Are you here on business?
彼女はアメリカ人ではないみたいです。,She doesn't seem to be an American.
トムは僕らを助けてくれない。,Tom hasn't been helping us.
彼女はタイに旅立った。,She set out for Thailand.
今日は何もする気になれない。,Today I don't feel like doing anything.
この音何？,What's this sound?
私の母は字がきれいだ。,My mother has good handwriting.
トムはもう年だから働けないよ。,Tom is too old to work.
トムのセーターって何色？,What color is Tom's sweater?
彼女、太ったね。,She gained weight.
バターを取ってもらえますか？,Will you please pass the butter?
彼女はいつもこざっぱりした服を着ている。,She is always neatly dressed.
乗りますか。,Do you want a ride?
パパ遊びに行ってもいい？,"Daddy, may I go out and play?"
事故は突然に起きた。,The accident happened all of a sudden.
試験でカンニングなんてしてないよ。,I didn't cheat on the test.
久しぶり。,I haven't seen you in ages.
病気のために彼はその会合に出席できなかった。,Illness prevented him from attending the meeting.
彼がどこに住んでいるか、ご存知ですか？,Do you know where he lives?
砂糖とミルクはどうされますか。,Would you like sugar and milk?
トムは遅れてこないよね？,"Tom won't be late, will he?"
成功を祈っているよ。,I wish you success.
なぜ私を信じてくれなかったのですか。,Why didn't you believe me?
トムは靴のひもが結べない。,Tom can't tie his shoelaces by himself.
父は昨夜遅く帰宅した。,My father got home late last night.
トムはフランス語を理解できるのだろうか？,I wonder whether or not Tom is able to understand French.
トムは窓を少しだけ開けた。,Tom cracked open the window.
駅はどこですか。,Where is the railway station?
すぐに会いに行くからね。,I'll go meet her soon.
あいにく店は閉まっていた。,"Unfortunately, the store was closed."
インドは長年にわたって英国に支配されていた。,India was governed by Great Britain for many years.
彼は彼女をひっぱたいた。,He slapped her.
明日までに書かなければならないレポートがいくつかある。,I have a few essays to write by tomorrow.
火事があったの？,Was there a fire?
ちょっと黙っててくれない？,Why don't you give your mouth a rest?
そう言ってもらえると嬉しいよ。,You're kind to say so.
学校の前で待ってるよ。,I'll wait for you in front of the school.
妻がいないと何かと不自由だ。,I am inconvenienced when my wife is away.
あなたは自転車に乗れますか。,Can you ride a bicycle?
トムは歯磨きをしている。,Tom is brushing his teeth.
私は川を泳いで渡れます。,I am able to swim across the river.
これを私のためフランス語へ翻訳してもらえませんか？,Could you translate this into French for me?
仕事帰りに、ビールを１パック買っといたよ。,I bought a six-pack of beer on my way home from work.
ぼくは父に会いたい。,I wish to see my father.
やり方を教えてください。,"Show me how to do it, please."
車のキーが見つからないんだ。,I can't find the car keys.
やがて幽霊は深い霧の中へと消えていった。,"Before long, the ghost disappeared into a thick fog."
冗談だよ。,It's a joke.
二人は幸せに暮らしました。めでたしめでたし。,They lived happily ever after.
私はもうかつての私ではない。,I'm not what I used to be.
トムはメアリーに窓を開けるようお願いした。,Tom asked Mary to open the window.
彼は、いっさいアルコールは口にしない。,He never touches alcoholic drinks.
英語には５０万語以上の単語があると見積もられた。,It is estimated that there are over half a million words in English.
パンダは中国にしかいません。,Giant pandas live only in China.
理に適ってると思う。,I think it makes sense.
手を放して。,Let go of my hand.
彼女は昼食までには帰ってくると父親に約束した。,She promised her father to be in time for lunch.
りんごが木から落ちた。,The apple fell from the tree.
彼女は太りはじめた。,She began to gain weight.
トムは同意しないと言った。,Tom said that he disagrees.
心配しないで。私があなたを守ってあげる。,Don't worry. I'll protect you.
メアリーはコンサートへの招待を断った。,Mary declined an invitation to the concert.
フランス語は話せないけど、少しなら分かるよ。,"I can't speak French, but I can understand it."
トムとは一緒には踊ってないわよ。,Tom and I didn't dance together.
経験とは誰もが自分の失敗に付ける名前である。,Experience is the name everyone gives to their mistakes.
私の父親は２０代で結婚した。,My father got married in his twenties.
メアリーがいなくなった今、トムはもっとハッピーになった。,Tom is happier now that Mary has left.
本当に医者には行きたくないの？,Are you sure you don't want to go to the doctor?
お手伝いさせてください。,Allow me to help you.
彼女を抱きしめた。,I hugged her.
値下げした方がいいと思います。,I think we should lower the price.
彼の名前を忘れてしまった。,I forgot his name.
彼はいつも時間を守る。,He is always punctual.
カナダには、木を切るのが違法とされる地域が沢山ある。,"In Canada, there are many areas where it is illegal to log trees."
アドバイス、ありがとう。,Thanks for your advice.
栄養のある朝食をとった。,I had a healthy breakfast.
これは好きじゃないな。,I don't like this one.
彼はその物語を子供向けに書き直した。,He adapted the story for children.
彼に会ったことを覚えている。,I remember seeing him.
わたしは６階に住んでいる。,I live on the fifth floor.
トムをそこまで嫌いなの？,Do you hate Tom that much?
どっちもいいね。,They are both good.
今日のニュース見た？,Did you watch the news today?
トムは、そばかすがないね。,Tom doesn't have freckles.
たった５０人しかこなかった。,Only fifty people came.
話があったら電話をかけて下さい。,"If you want to speak to me, please call me up."
どうしたらいいんだか、さっぱり分からないよ。,I don't have the slightest idea what to do.
すみません、母は今留守です。,"I'm sorry, but my mother is out at the moment."
この近辺にATMはありますか?,Is there an ATM close by?
このデータは今となっては何の価値もない。,This data is of no value now.
誰かがトムに毒を飲ませたんだ。,Somebody poisoned Tom.
私たちはよくそこに行きます。,We go there often.
こちらに来なさい。,Get over here.
おかわりをどうぞ。,Please have a second helping.
彼女は彼に夜一人で出掛けないよう注意した。,She warned him not to go out at night alone.
実を言うと、私はあまり彼が好きではない。,"To tell the truth, I don't really like him."
トムは彼の鍵を持ってきていなかった。,Tom didn't bring his keys.
彼はうまく歌うことが出来ない。,He cannot sing well.
ラジオを聞きながら寝てしまった。,I fell asleep while listening to the radio.
彼は彼女と賭けをした。,He made a bet with her.
一緒に来てもいいよ。,You can come with me.
夕食の用意が出来ました。,Dinner's ready.
あの店でノートは売っていますか？,Do they sell notebooks at that store?
久しぶりです。,Wow! It's been a long time.
トムをここに連れてきて。,Bring Tom here.
彼女は、自分と結婚するよう、彼を説き伏せた。,She persuaded him to marry her.
晴れた日には富士山が見える。,"On a clear day, you can see Mt. Fuji."
あいつに一杯食わされた。,I was deceived by him.
トムはがっしりした手をしている。,Tom has strong hands.
トムは私より賢い。,Tom is more intelligent than I am.
柱は大理石で作られていた。,The columns were made of marble.
ご飯とパン、どっちが好き？,"Which do you prefer, rice or bread?"
彼は私の住所が思い出せなかった。,He couldn't remember my address.
彼は車を２台持ってるんだ。,He has two cars.
私が戻るまでここで待ってて。,Wait here until I come back.
両方好きよ。,I like both of them.
私は監視されているのに気づいていた。,I was aware of being watched.
本を読みながら、私は眠ってしまった。,I fell asleep while reading.
とてもいい匂いがした。,It smelled really good.
トムは私のために夕飯を作っている。,Tom is making me dinner.
彼女ははしごを昇っていた。,She was going up a ladder.
両親と一緒でなければその美術館に入れてもらえないだろうということにトムが気づいていなかったとは、到底考えにくい。,I think it's highly unlikely that Tom wasn't aware that he wouldn't be allowed to enter the museum without his parents.
趣味は切手を集めることです。,My hobby is collecting stamps.
あなたとご家族にお会いできることを楽しみにしています。,We are looking forward to seeing you and your family.
アインシュタインにとって理論物理学は遊びのようなものだったが、そんな彼も税金の計算となるとからきし駄目だった。,"Theoretical physics was child's play to Einstein, but he couldn't figure out his income tax."
この水は飲んでも安心です。,This water is safe to drink.
打ち間違いです。すみません。,It's a typo. Sorry.
これ小さすぎるよ。,This is too small.
トムはホールインワンをした。,Tom scored a hole in one.
彼はそこに行ったきり２度と帰ってこなかった。,"He went there, never to return."
あなたは我々にとって有用な情報をお持ちではないかと思います。,I believe you have information that can help us.
ロンドンは英国の首都である。,London is the capital of England.
諦めちゃだめよ。,Never say never.
それはまったく私が考えたとおりだ。,It was just as I thought.
空欄を埋めなさい。,Fill in the blanks.
それ、あなたの？,Is that yours?
嘘をつくのは悪いことだ。,It's wrong to lie.
トムの友達なの？,Are you a friend of Tom's?
ここから出ていけ。,Get out of here.
ラジオを止めても大丈夫ですか？,May I turn off the radio?
私が今見たものをあなたは信じようとはしないでしょう。,You won't believe what I just saw.
トムが私に嫌だと本当に言ったなんて信じられない。,I can't believe that Tom really said no to me.
その家は一軒だけぽつんと立っています。,The house stands by itself.
基本的に、あなたのプランは気に入ってるわ。,I basically like your plan.
トムはアリスよりメアリーのことが好きなんだ。,Tom likes Mary more than he likes Alice.
娘が連れ去られた。,My daughter was taken away from me.
山頂には雪がありますか？,Is there snow on top of the mountain?
あなたの血液型は何ですか。,What's your blood type?
辞書で調べてごらん。,Look it up in the dictionary.
トムにはいくらかお金を渡したよ。,I gave some money to Tom.
バスがまだ来ないのよ。,The bus hasn't come yet.
私達はすぐに出発しなければならない。,We must start at once.
私の夢を壊さないで。,Don't burst my bubble.
彼は何がそこで起こったかを正確に述べた。,He accurately described what happened there.
トムは早起きなんだ。,Tom is an early riser.
トムは明後日１３歳になる。,Tom turns thirteen the day after tomorrow.
弱音を吐いてばかりいないで、何かしなさい！,"Don't just whine, do something!"
海外へ行ったことがないんだ。,I've never been abroad.
あれは簡単すぎた？,Was that too easy?
綺麗なお庭ですね！,What a beautiful garden!
何で靴を履いてないんだよ？,Why aren't you wearing shoes?
グレアム・グリーンは私のお気に入りの作家です。,Graham Greene is one of my favorite authors.
私が男性だったとしても同じ質問をするのですか?,Would you have asked me this question if I had been a man?
彼は非常識だ。,He doesn't have any common sense.
休暇はどこに行くの？,Where are you going on vacation?
手は空いていますよ。,I'm free.
そのスカート、短すぎない？,"That skirt's too short, isn't it?"
トムはまだ意識が戻っていません。,Tom hasn't regained consciousness yet.
他に何か見ましたか？,Did you see anything else?
彼女は語学力を活かせる仕事を探している。,She is looking for a job where she can make use of her foreign language ability.
トム、はっきり言いなさい。,"Speak up, Tom."
いつでも気が向いたら電話してくれていいから。,You can call me anytime you like.
スープだけ飲んだよ。,I only ate soup.
お店の名前をもう一度お願いします。,"What's the name of that store again, please?"
トムは先週の頭に車を盗まれた。,Tom had his car stolen early last week.
彼はケンブリッジ大学の教授であった。,He was a professor at Cambridge University.
何時に寝てるの？,What time do you go to bed?
意地悪しないで。,Don't be mean.
彼女は懸命に髪をセットしていた。,She was busy doing her hair.
トムが一体何の話をしているのか、私にはさっぱり分からない。,I have no clue what Tom is talking about.
あいつは約束を守ったためしがない。,He never keeps his word.
昨日の夕方、トムを見かけたよ。,I saw Tom yesterday evening.
お父さんね、ピザが大好きなの。,My father loves pizza.
１学期に比べて成績がよくなった。,My grades have improved since first semester.
誰かiPhoneの充電器持ってませんか？,Does anybody have a charger for an iPhone?
かなりの人がそこにいた。,A good many people were there.
彼女はタイピストです。,She is a typist.
その女の子は母親と買い物に行くと言って言うことを聞かなかった。,"The girl said she was going shopping with her mother, and didn't listen to what I said."
どっちが欲しいか教えて。,Tell me which you want.
私は今何をすべきですか。,What am I to do now?
これ誰の本ですか？,Whose book is this?
この傘、幾らだった？,How much did this umbrella cost?
トムさ、去年から随分変わっちゃったんだ。,Tom has really changed a lot since last year.
髪の毛、洗いたいな。,I want to wash my hair.
トムは二部屋の家をもっている。,Tom has a two-room house.
明日もっと作れるから。,You can make more tomorrow.
ちょうど着いたばかり。まだスーツケースから荷物を出してもいない。,I've just arrived. I haven't even unpacked my suitcases yet.
図星です。,That's it.
嵐のため私たちは外出できなかった。,We couldn't go out because of the storm.
嘘つくんじゃなかったな。,I shouldn't've lied.
トムは寝ていた。,Tom was sleeping.
先週の月曜日の午後、忙しかった？,Were you busy last Monday afternoon?
あの青いボタンに触れてはいけない。,Don't touch that blue button.
禁煙するべきです。,You must give up smoking.
トムはすらすら喋ります。,Tom speaks fluently.
アメリカ人ではないようです。,She doesn't seem to be an American.
私と一緒にいたほうがいいよ。,You should stay with me.
彼女は今日来るような気がする。,I have a feeling that she'll come today.
私の言う事を聞くべきだったのに。,You should have listened to me.
トムの髪は私の髪よりも長い。,Tom's hair is longer than mine.
子供は欲しくありません。それって異常なことですか。,I don't want to have children. Is that abnormal?
でも、いやだ。,But I don't want to.
トムは、どこでもカメラを持っていった。,Tom takes his camera everywhere.
どんな魚が欲しいの？,What kind of fish do you want?
落石が道路をふさいだ。,Fallen rocks blocked the way.
僕の机の上にある鉛筆を使っても良いよ。,There's a pencil on my desk that you can use.
すみませんが砂糖を取っていただけませんか。,"Excuse me, would you mind passing me the sugar?"
私を落胆させないでくれ。,Don't let me down.
あなたが忙しい事は分かっている。,I know that you're busy.
だから謝ってるじゃない。,I said I'm sorry.
彼は打ち解けた。,He has come out of his shell.
来週の日曜日に釣りを教えてあげよう。,I will teach you how to fish next Sunday.
今夜は早く寝るつもりだよ。,I'm going to bed early tonight.
君にこの本を読んで欲しいんだ。,I want you to read this book.
失礼します。これってあなたのですか？,"Excuse me, is this yours?"
腰を痛めました。,I hurt my back.
それはわたしが作ったのよ。,I made it myself.
そのコンサートは生中継された。,The concert was broadcast live.
かび臭い味がする。,It tastes moldy.
彼は私に迅速な回答を執拗に求めた。,He pressed me for a prompt reply.
彼女は比較的早口だ。,She speaks relatively fast.
何か明らかな違いはあるんですか？,Are there any obvious differences?
私は彼に荷物をプラットホームまで運んでもらった。,I had him carry my luggage to the platform.
わかったぞ！,I understand.
来月は、損失を取り返さねばならない。,The loss must be made up for next month.
コンタクトレンズをつけ始めたのは、いつですか？,When did you start wearing contact lenses?
２人ともたいへん興奮している。,They are both very excited.
なんでトムはためらったの？,Why did Tom hesitate?
トムは目をつぶって寝たふりをしている。,Tom has his eyes closed and is pretending to be asleep.
すみません、この席あいていますか。,"Excuse me, is this seat taken?"
トムはおじさんとボストンに住んでいる。,Tom lives with his uncle in Boston.
どこにお住まいですか。,Where do you live?
ベルが鳴るとすぐにトムはドアに向かった。,"As soon as the bell rang, Tom headed for the door."
どっちかっていうと、今度の週末は家にいたいかな。,I'd rather stay home this weekend.
嵐になるだろう。,We're going to have a storm.
私にはしなければならない事がたくさんある。,I have lots of affairs to look after.
私はあまりに疲れているので走れない。,I am too tired to run.
タバコを吸うのは健康に良くない。,Smoking is bad for your health.
僕は彼女無しに生きる術を学んだ。,I learned to live without her.
知りたくないかも。,Maybe I don't want to know.
トムは裕福であるにもかかわらず幸福ではない。,"Even though Tom is rich, he's not happy."
君は彼の忠告に従ったほうがよい。,You should follow his advice.
数人の子供が砂浜で遊んでいる。,Several children are playing on the sandy beach.
彼は実に素直な人だ。,He is an extremely frank person.
彼女は先日新しい家を買いました。,She bought a new house the other day.
私は新車を持つ余裕なんて無い。,I can't afford a new car.
私はこの言葉が何を意味するのか知りません。,I don't know what this word means.
だれも彼女の方に注意を向けていなかった。,Nobody was paying attention to her.
トムは学級委員長に立候補することにした。,Tom decided to run for class president.
万事準備ができました。,Everything's ready.
今朝、犬に餌あげたの？,Did you feed the dog this morning?
今は宿題をやらなくちゃいけないんだよ。,I've got to do my homework now.
久しぶりだね。,I haven't seen you in a long time.
タクシーを拾うのに苦労した。,I had trouble getting a taxi.
トムはもうボストンには住んでいない。,Tom doesn't live in Boston anymore.
この料金に昼食代は入っていますか。,Is lunch included in this price?
それについて考えたことはないね。,I've never thought about it.
彼女はまだ両親に頼っている。,She still depends on her parents.
その部屋にはほとんど何もなかった。,There was almost nothing in the room.
くたくたに疲れた。,I'm worn out.
トムは今、フランス語を話すことができる。,Tom is able to speak French now.
高校のとき太ってた？,Were you fat when you were in high school?
ここ数日天気がめまぐるしく変わっている。,We've had all kinds of weather over the past few days.
夜遅くまで起きていては駄目だよ。,It's not good to stay up late at night.
トムは昨夜ボトル三本のワインを一人で飲んだ。,Tom drank three bottles of wine by himself last night.
彼は何も言わなかった。,He didn't say a word.
トムはお酒に弱いのよ。,Tom is a lightweight.
私は誰のものでもありません。,I don't belong to anyone.
私が中に入る。,I'll go in.
今は良い友達だが、初めはお互いに好きではなかった。,"We're good friends now, but we didn't like each other at first."
トムと少し話をする必要がある。,I need to talk to Tom about something.
